,SibSp,LogFare,LogAge,Sex_female,Sex_male,Pclass_1,Pclass_2,Pclass_3,Embarked_C,Embarked_Q,Embarked_S,Parch_0,Parch_1,Parch_2,Parch_3,Parch_4,Parch_5,Parch_6
479,0.0,0.4144941515201204,0.4144941515201204,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
504,0.0,0.7165034463969724,0.7165034463969724,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0
864,0.0,0.42286368807669106,0.42286368807669106,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
243,0.0,0.3356791332316349,0.3356791332316349,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
581,0.125,0.7558914972956428,0.7558914972956428,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
649,0.0,0.34384869418471947,0.34384869418471947,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
500,0.0,0.36344855811683735,0.36344855811683735,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
870,0.0,0.3502016019446998,0.3502016019446998,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
57,0.0,0.3377209927336551,0.3377209927336551,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0
615,0.125,0.67132033703852,0.67132033703852,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0
143,0.0,0.32810766862723467,0.32810766862723467,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
328,0.125,0.49178908738045096,0.49178908738045096,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0
295,0.0,0.5380012918108712,0.5380012918108712,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0
542,0.5,0.556695873257052,0.556695873257052,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
214,0.125,0.3475536651219202,0.3475536651219202,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0
79,0.0,0.4167393940590734,0.4167393940590734,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0
164,0.5,0.5938102861020564,0.5938102861020564,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0
117,0.125,0.49528655446802217,0.49528655446802217,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
8,0.0,0.3999337912742492,0.3999337912742492,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0
131,0.0,0.33419319194156843,0.33419319194156843,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
